tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label,best_tile_localization,best_Localization_value
"(7, 1)",-49.0,-64.0,-72.0,,-47.0,-62.0,-83.0,-87.0,-85.0,1191,"(12, 9)",-34.0593202471962
"(7, 1)",,-62.0,-58.0,,-46.0,,-68.0,-69.0,-64.0,1191,"(11, 74)",-13.784773155166583
"(7, 1)",-44.0,,,,-41.0,-64.0,,,,1191,"(12, 9)",-28.502140346215555
"(7, 1)",-42.0,-56.0,-68.0,,-48.0,,-68.0,-68.0,-64.0,1191,"(16, 12)",-11.694597620913742
"(7, 1)",,-65.0,-69.0,,-62.0,-62.0,,-75.0,-74.0,1191,"(10, 32)",-24.22175506216021
"(7, 1)",-52.0,-63.0,-71.0,-76.0,-42.0,-54.0,-73.0,-67.0,-65.0,1191,"(8, 11)",-16.584755838420726
"(7, 1)",-32.0,-49.0,-73.0,,,,-78.0,,,1191,"(18, 12)",-24.78855744951439
"(7, 1)",-42.0,-54.0,-76.0,,,-58.0,-73.0,-76.0,-71.0,1191,"(16, 12)",-22.17044911792164
"(7, 1)",,-57.0,-59.0,-73.0,-48.0,-55.0,-64.0,-70.0,-63.0,1191,"(10, 41)",-12.687138466631707
"(7, 1)",,,,,,,-84.0,-78.0,,1191,"(6, 90)",-51.30679123268608
"(7, 1)",-40.0,,,,,-67.0,,,,1191,"(14, 11)",-32.01186554527869
"(7, 1)",-51.0,,-64.0,,-57.0,-53.0,-66.0,,-66.0,1191,"(13, 14)",-13.137591905794146
"(7, 1)",-45.0,,-58.0,,-41.0,,-70.0,,-65.0,1191,"(12, 10)",-6.4087748026483125
"(7, 1)",-36.0,,-77.0,,-44.0,-70.0,-82.0,-78.0,-84.0,1191,"(12, 9)",-34.73800341894712
"(7, 1)",-38.0,-51.0,-70.0,-79.0,-48.0,-58.0,-75.0,-76.0,-76.0,1191,"(12, 9)",-21.671116374069918
"(7, 1)",,,-61.0,,-50.0,-58.0,-69.0,-71.0,-68.0,1191,"(10, 72)",-16.1135590215458
"(7, 1)",-47.0,-68.0,-80.0,,-53.0,-68.0,-79.0,,-86.0,1191,"(12, 9)",-36.08689263209347
"(7, 1)",-39.0,-48.0,-71.0,,-47.0,-54.0,-68.0,-77.0,-70.0,1191,"(12, 9)",-16.356308489038913
"(7, 1)",-45.0,-64.0,-63.0,-78.0,-46.0,,-70.0,-64.0,-70.0,1191,"(12, 9)",-14.357256595696484
"(7, 1)",-34.0,-50.0,,,-36.0,-64.0,,,,1191,"(12, 9)",-19.65083003322207
"(7, 1)",-46.0,,,-75.0,-51.0,-52.0,-69.0,,-66.0,1191,"(13, 10)",-13.880529814681001
"(7, 1)",-43.0,-55.0,,,-51.0,-54.0,-70.0,-71.0,-64.0,1191,"(14, 11)",-14.210504658572068
"(7, 1)",-38.0,-44.0,,,-52.0,,,-73.0,-72.0,1191,"(16, 12)",-13.162586611178735
"(7, 1)",,,-79.0,,-56.0,,-81.0,-74.0,-79.0,1191,"(2, 80)",-32.695737808329
"(7, 1)",-51.0,-68.0,-72.0,,-48.0,-55.0,,,,1191,"(12, 9)",-23.802766722472246
"(7, 1)",,,,,-44.0,-49.0,-70.0,,-66.0,1191,"(6, 11)",-12.736034220553911
"(7, 1)",-50.0,,-69.0,-84.0,-48.0,-62.0,-74.0,-75.0,-70.0,1191,"(12, 9)",-22.783867685719258
"(7, 1)",-41.0,-56.0,-66.0,,-40.0,-62.0,-64.0,-63.0,-67.0,1191,"(12, 9)",-11.180121634224939
"(7, 1)",,-58.0,-69.0,,-49.0,-64.0,-77.0,,-74.0,1191,"(8, 11)",-23.408752136301807
"(7, 1)",-37.0,-49.0,-71.0,-73.0,-47.0,-54.0,-75.0,-87.0,-70.0,1191,"(12, 9)",-20.4908869721847
"(7, 1)",,,,,-41.0,-60.0,,-66.0,,1191,"(6, 11)",-15.172298938808554
"(7, 1)",-54.0,-53.0,-65.0,-72.0,-53.0,-59.0,-66.0,-69.0,-67.0,1191,"(11, 30)",-14.79280013252289
"(7, 1)",-44.0,-51.0,-72.0,,-44.0,,-74.0,-69.0,-71.0,1191,"(12, 9)",-16.61060004156795
"(7, 1)",-48.0,-59.0,,,-48.0,-57.0,-72.0,-68.0,,1191,"(12, 9)",-19.525000358868475
"(7, 1)",-47.0,-57.0,-67.0,,-44.0,-54.0,-66.0,-67.0,,1191,"(12, 9)",-14.26764757692726
"(7, 1)",-41.0,,,,,-57.0,,,,1191,"(14, 11)",-20.890625246704246
"(7, 1)",-42.0,-69.0,-73.0,,-53.0,-65.0,-83.0,-78.0,,1191,"(12, 9)",-32.004605394294494
"(7, 1)",-52.0,-63.0,-73.0,,-44.0,-57.0,-75.0,,-77.0,1191,"(12, 9)",-24.70485732509971
"(7, 1)",-44.0,-65.0,-74.0,,-54.0,-66.0,-80.0,,-86.0,1191,"(12, 9)",-33.00430193103336
"(7, 1)",-56.0,-69.0,-72.0,,-50.0,-64.0,-77.0,-71.0,,1191,"(12, 9)",-26.616095739597068
"(7, 1)",-59.0,-65.0,-67.0,,-51.0,,-75.0,,-70.0,1191,"(11, 10)",-20.924236190002613
"(7, 1)",-58.0,,,,-36.0,,,,,1191,"(9, 5)",-23.127360687949032
"(7, 1)",-58.0,-59.0,-60.0,,-43.0,,-71.0,,-63.0,1191,"(11, 10)",-12.444101195611093
"(7, 1)",-47.0,-60.0,-62.0,,-48.0,-57.0,-68.0,-63.0,-70.0,1191,"(13, 14)",-12.59257295488813
"(7, 1)",-40.0,,,,-34.0,,,,,1191,"(9, 5)",-5.073429780952428
"(7, 1)",-39.0,-43.0,-64.0,,-43.0,-54.0,-70.0,,-72.0,1191,"(12, 9)",-12.071278665959477
"(7, 1)",-42.0,,,-77.0,-50.0,,,,,1191,"(12, 9)",-20.847504336592916
"(7, 1)",,-67.0,-77.0,,-41.0,,-86.0,-78.0,-83.0,1191,"(8, 11)",-35.19486043550599
"(7, 1)",-57.0,-60.0,,-83.0,-56.0,-70.0,,-76.0,-80.0,1191,"(12, 9)",-28.670695059287368
"(7, 1)",-45.0,,-72.0,,-48.0,-55.0,,-64.0,-65.0,1191,"(12, 10)",-10.125599925868272
"(7, 1)",-59.0,-61.0,-67.0,,,,-73.0,,-73.0,1191,"(16, 36)",-22.786916244426124
"(7, 1)",-49.0,-54.0,-72.0,-76.0,-55.0,-53.0,,-66.0,-61.0,1191,"(13, 14)",-13.028439914406245
"(7, 1)",-40.0,-51.0,,,-41.0,-61.0,-73.0,-71.0,-83.0,1191,"(12, 9)",-22.889960979341957
"(7, 1)",,,-78.0,,-40.0,-65.0,-81.0,-81.0,-85.0,1191,"(8, 11)",-35.669337228840604
"(7, 1)",,,-66.0,-76.0,-54.0,,-70.0,,-63.0,1191,"(8, 89)",-20.101200273668603
"(7, 1)",-34.0,-52.0,-73.0,,,-63.0,-81.0,-75.0,-88.0,1191,"(16, 12)",-29.54336870832962
"(7, 1)",,,-71.0,,,-56.0,,,-76.0,1191,"(7, 31)",-24.49710693276766
"(7, 1)",-52.0,,,,-50.0,,,,-80.0,1191,"(12, 9)",-27.72058014382295
"(7, 1)",,-70.0,-75.0,,-53.0,-66.0,,-77.0,-88.0,1191,"(8, 11)",-32.74969501376369
"(7, 1)",-41.0,-57.0,,,-44.0,-54.0,-65.0,-64.0,-62.0,1191,"(14, 11)",-8.952350747164857
"(7, 1)",-50.0,-50.0,-61.0,,-47.0,-52.0,-69.0,-63.0,-66.0,1191,"(13, 14)",-9.885585153946023
"(7, 1)",,,-71.0,-78.0,,,-72.0,,-72.0,1191,"(10, 98)",-36.24204158601783
"(7, 1)",-55.0,-66.0,-75.0,,-52.0,-63.0,-76.0,,-85.0,1191,"(12, 9)",-31.166537839582134
"(7, 1)",,-66.0,-78.0,,-50.0,,-80.0,,,1191,"(8, 11)",-34.54549205968203
"(7, 1)",,-67.0,,,-44.0,-73.0,,,,1191,"(11, 10)",-35.02890267478347
"(7, 1)",-45.0,-44.0,-71.0,-78.0,,-56.0,-76.0,-69.0,-70.0,1191,"(13, 31)",-19.38066008682203
"(7, 1)",-49.0,-71.0,-73.0,,-48.0,-60.0,-76.0,,-88.0,1191,"(12, 9)",-32.17776784253237
"(7, 1)",,-53.0,,,-48.0,-55.0,-74.0,-64.0,,1191,"(8, 11)",-16.695678190130064
"(7, 1)",-65.0,-68.0,-65.0,,-52.0,-62.0,-74.0,,-75.0,1191,"(8, 11)",-24.395706469506248
"(7, 1)",-50.0,,-64.0,,,-57.0,-64.0,,-66.0,1191,"(10, 34)",-12.68511718687732
"(7, 1)",-50.0,-62.0,-68.0,,-49.0,,-80.0,,-76.0,1191,"(12, 9)",-24.712415331634105
"(7, 1)",,,-63.0,-81.0,,,,-65.0,-65.0,1191,"(11, 105)",-33.255706172316785
"(7, 1)",-37.0,,-76.0,,-46.0,-68.0,,-78.0,-86.0,1191,"(12, 9)",-32.32134010307517
"(7, 1)",-44.0,,,,-50.0,-52.0,-67.0,-66.0,-64.0,1191,"(11, 12)",-9.82201362149764
"(7, 1)",-53.0,-56.0,-73.0,-79.0,-47.0,-54.0,-71.0,-63.0,-61.0,1191,"(11, 30)",-14.787856826831314
"(7, 1)",-53.0,-58.0,-71.0,,-53.0,-55.0,-78.0,-73.0,-77.0,1191,"(12, 9)",-22.485774301718095
"(7, 1)",-41.0,,-61.0,,-55.0,,-66.0,-72.0,-68.0,1191,"(14, 11)",-11.553098290859031
"(7, 1)",-63.0,-69.0,,,-45.0,-61.0,,,,1191,"(12, 9)",-29.41359163283493
"(7, 1)",-37.0,-53.0,-71.0,,-42.0,-62.0,-77.0,-72.0,-82.0,1191,"(12, 9)",-23.9047079007978
"(7, 1)",,,-76.0,,,-58.0,,-82.0,-75.0,1191,"(7, 31)",-32.03830042698067
"(7, 1)",-65.0,-57.0,,,-43.0,-58.0,-71.0,-66.0,,1191,"(8, 11)",-20.63445111917226
"(7, 1)",-56.0,-62.0,-70.0,,,-60.0,-79.0,-79.0,-81.0,1191,"(12, 29)",-29.21339046266535
"(7, 1)",,,-73.0,,-55.0,,,-75.0,,1191,"(8, 11)",-22.817880547692944
"(7, 1)",-50.0,-61.0,-69.0,,-46.0,-70.0,,-62.0,-65.0,1191,"(11, 10)",-13.950165302894325
"(7, 1)",-47.0,-66.0,-77.0,,-52.0,-58.0,-78.0,,,1191,"(12, 9)",-29.829569236626153
"(7, 1)",-45.0,-58.0,-71.0,-82.0,-51.0,,-72.0,-72.0,-68.0,1191,"(12, 9)",-19.52136963380578
"(7, 1)",,,,,,-62.0,,,,1191,"(13, 14)",-27.145605298501337
"(7, 1)",,-59.0,-74.0,-80.0,-46.0,-56.0,,-67.0,-66.0,1191,"(11, 30)",-16.95842219172383
"(7, 1)",-62.0,-64.0,-71.0,,-62.0,-62.0,-73.0,-81.0,-81.0,1191,"(10, 30)",-28.582933023480102
"(7, 1)",,-69.0,,,,-68.0,-78.0,,,1191,"(11, 29)",-42.48217053484115
"(7, 1)",-59.0,-73.0,-70.0,,-66.0,-66.0,-80.0,-80.0,-75.0,1191,"(16, 12)",-29.964094607366256
"(7, 1)",-59.0,,,,-49.0,-54.0,,,,1191,"(11, 10)",-20.936406680243962
"(7, 1)",-36.0,,-63.0,,-39.0,,,-74.0,-71.0,1191,"(12, 9)",-11.082915461332513
"(7, 1)",-39.0,-58.0,-69.0,,-42.0,-64.0,-75.0,,-80.0,1191,"(12, 9)",-24.820723961884692
"(7, 1)",-66.0,-67.0,-74.0,,-51.0,,-78.0,,-76.0,1191,"(8, 11)",-28.946949297984492
"(7, 1)",-54.0,-63.0,-73.0,,-34.0,-63.0,-76.0,-78.0,-81.0,1191,"(12, 9)",-28.062009095459903
"(7, 1)",-35.0,-50.0,,,-37.0,-62.0,,,-81.0,1191,"(12, 9)",-22.27038400208114
"(7, 1)",-47.0,-44.0,-59.0,,-46.0,-53.0,-68.0,-66.0,-66.0,1191,"(14, 15)",-8.750127826702515
"(7, 1)",-47.0,-64.0,-68.0,-85.0,-53.0,-67.0,,,-77.0,1191,"(12, 9)",-26.32977163786627
"(7, 1)",,-60.0,-74.0,,-41.0,-60.0,-82.0,-74.0,-78.0,1191,"(8, 11)",-27.02346043680488
"(7, 1)",-54.0,-69.0,,,-53.0,-69.0,-74.0,,-71.0,1191,"(12, 9)",-26.967162744844668
"(7, 1)",-43.0,-48.0,-70.0,,-42.0,-54.0,-74.0,-70.0,-68.0,1191,"(12, 9)",-14.77560776356436
"(7, 1)",,,-62.0,,,-55.0,-71.0,-64.0,-64.0,1191,"(7, 85)",-20.049555471040236
"(7, 1)",,-62.0,-79.0,,-52.0,-63.0,-72.0,,-77.0,1191,"(8, 11)",-27.451853608743257
"(7, 1)",-44.0,-55.0,,,,-54.0,-68.0,-66.0,-64.0,1191,"(11, 30)",-11.903582879747878
"(7, 1)",-50.0,-64.0,,,-38.0,,-78.0,,,1191,"(12, 9)",-32.62857994226866
"(7, 1)",-48.0,-57.0,-68.0,,-48.0,-58.0,-65.0,-62.0,-63.0,1191,"(13, 14)",-11.197485783322973
"(7, 1)",,-66.0,,,-49.0,-52.0,-81.0,-79.0,,1191,"(8, 11)",-30.15375779534687
"(7, 1)",-35.0,-53.0,,,-34.0,-70.0,,-75.0,-84.0,1191,"(12, 9)",-26.976722849120286
"(7, 1)",-48.0,-68.0,-74.0,,-46.0,-63.0,-72.0,-76.0,-76.0,1191,"(12, 9)",-25.87797567491332
"(7, 1)",,-51.0,,,-46.0,,-62.0,-74.0,-65.0,1191,"(12, 31)",-11.760628181272073
"(7, 1)",-45.0,-63.0,-63.0,,-47.0,-53.0,-67.0,-64.0,-73.0,1191,"(14, 11)",-13.279975864068367
"(7, 1)",-61.0,-60.0,-59.0,,-42.0,-58.0,-71.0,,-62.0,1191,"(8, 11)",-14.194135335697188
"(7, 1)",-37.0,-51.0,-70.0,,-42.0,,-82.0,-74.0,-84.0,1191,"(12, 9)",-25.890680599144037
"(7, 1)",-45.0,-58.0,-67.0,-74.0,-49.0,-55.0,-66.0,-60.0,-64.0,1191,"(11, 30)",-11.124799962861141
"(7, 1)",-62.0,,,,-59.0,-67.0,,,,1191,"(12, 9)",-31.90183751529729
"(7, 1)",-37.0,-45.0,-66.0,-78.0,-43.0,-55.0,-74.0,-70.0,-69.0,1191,"(12, 9)",-14.807514088408798
"(7, 1)",-47.0,-64.0,-69.0,,-36.0,-63.0,-78.0,,,1191,"(12, 9)",-26.899579180131873
"(7, 1)",-60.0,-67.0,,,-53.0,-70.0,-79.0,,,1191,"(12, 9)",-35.29381830983012
"(7, 1)",-51.0,-73.0,-75.0,,-46.0,-60.0,-78.0,-75.0,-78.0,1191,"(12, 9)",-28.69024102960353
"(7, 1)",-42.0,-50.0,,-73.0,-46.0,-52.0,-65.0,,,1191,"(12, 9)",-13.425142797067991
"(7, 1)",-40.0,-74.0,-78.0,,-56.0,-73.0,-76.0,-81.0,-88.0,1191,"(12, 9)",-37.10041639192179
"(7, 1)",-66.0,-56.0,-59.0,-70.0,-43.0,-57.0,-63.0,-74.0,-67.0,1191,"(11, 30)",-14.164209352177735
"(7, 1)",-36.0,-51.0,-69.0,,-46.0,-63.0,,-68.0,-80.0,1191,"(12, 9)",-18.118412049531912
"(7, 1)",-40.0,,-63.0,-72.0,-56.0,-58.0,-68.0,-66.0,-66.0,1191,"(14, 11)",-11.869095015583833
"(7, 1)",-42.0,-58.0,-64.0,,-42.0,-54.0,-70.0,-68.0,,1191,"(12, 9)",-15.140379395262183
"(7, 1)",-40.0,-49.0,-70.0,,-42.0,-59.0,-72.0,,-75.0,1191,"(12, 9)",-18.812782307558372
"(7, 1)",,-65.0,,,-43.0,-54.0,-70.0,-73.0,,1191,"(8, 11)",-22.80660888922577
"(7, 1)",-56.0,-61.0,-77.0,,-35.0,-62.0,,,-85.0,1191,"(12, 9)",-29.56258606822968
"(7, 1)",-51.0,-55.0,-58.0,,-52.0,-50.0,-70.0,-66.0,-68.0,1191,"(11, 30)",-11.915037878228219
"(7, 1)",-45.0,-70.0,-77.0,,-55.0,-66.0,-84.0,-82.0,-86.0,1191,"(12, 9)",-36.574169166795095
"(7, 1)",-45.0,-69.0,-71.0,,-47.0,-65.0,-79.0,,-83.0,1191,"(12, 9)",-31.046133618513398
"(7, 1)",-43.0,-60.0,-66.0,,-43.0,-56.0,-71.0,,-65.0,1191,"(12, 9)",-14.83869707055544
"(7, 1)",,-54.0,-60.0,,-43.0,-58.0,-69.0,-66.0,-63.0,1191,"(11, 30)",-11.108092720207138
"(7, 1)",,-62.0,-70.0,,-48.0,-54.0,-67.0,,-64.0,1191,"(11, 30)",-15.8061151378514
"(7, 1)",-48.0,-57.0,-59.0,,-50.0,,-71.0,,-65.0,1191,"(14, 13)",-11.368166297106391
"(7, 1)",-66.0,-62.0,-68.0,,,,,-75.0,-74.0,1191,"(13, 70)",-24.783880485514686
"(7, 1)",-44.0,-59.0,,,-44.0,-61.0,-76.0,,,1191,"(12, 9)",-26.97355762874116
"(7, 1)",,-65.0,-67.0,,,-60.0,-83.0,-77.0,-76.0,1191,"(7, 31)",-30.619547107726333
"(7, 1)",-51.0,-62.0,-76.0,,-55.0,-58.0,-79.0,-80.0,-76.0,1191,"(12, 9)",-27.644361899129944
"(7, 1)",-47.0,,-58.0,,-67.0,,,,-65.0,1191,"(15, 12)",-9.225558441620688
"(7, 1)",-60.0,-62.0,-59.0,,-46.0,-46.0,-72.0,-64.0,-67.0,1191,"(10, 30)",-12.934551184870283
"(7, 1)",-39.0,-65.0,-75.0,,-43.0,-71.0,-78.0,,,1191,"(12, 9)",-32.2751180490159
"(7, 1)",,-59.0,,,-55.0,,-75.0,,,1191,"(11, 10)",-27.311579345310562
"(7, 1)",,,,-82.0,,,,,-65.0,1191,"(1, 114)",-49.59861709307828
"(7, 1)",-47.0,-66.0,-65.0,,-48.0,-49.0,-68.0,-66.0,-75.0,1191,"(12, 9)",-15.279643955405279
"(7, 1)",-65.0,,,,-50.0,,,,-79.0,1191,"(11, 10)",-27.993614370535052
"(7, 1)",-45.0,,-64.0,,-47.0,-50.0,,-64.0,-69.0,1191,"(11, 12)",-7.954915620884567
"(7, 1)",,-55.0,-75.0,,-47.0,-61.0,,-76.0,-85.0,1191,"(8, 11)",-26.452625367911423
"(7, 1)",-37.0,-67.0,-76.0,,-42.0,-61.0,-81.0,-75.0,-78.0,1191,"(12, 9)",-28.835953183152004
"(7, 1)",-54.0,-68.0,-72.0,,-52.0,-59.0,,-78.0,-80.0,1191,"(12, 9)",-26.357137690836662
"(7, 1)",-56.0,-61.0,-70.0,,-57.0,-62.0,-83.0,-77.0,-73.0,1191,"(12, 9)",-25.454788348115713
"(7, 1)",,,-74.0,,,,-81.0,-81.0,-75.0,1191,"(8, 85)",-43.95959221936814
"(7, 1)",-42.0,-52.0,,,-43.0,-59.0,-72.0,-67.0,,1191,"(12, 9)",-17.490091459183482
"(7, 1)",-53.0,-72.0,-72.0,,-47.0,-66.0,-80.0,-80.0,-80.0,1191,"(12, 9)",-31.57266007545689
"(7, 1)",-58.0,-67.0,,,-50.0,-61.0,-78.0,,-74.0,1191,"(12, 9)",-27.341923847602597
"(7, 1)",-51.0,-58.0,-69.0,,-55.0,-67.0,,,-78.0,1191,"(12, 9)",-22.734039368423055
"(7, 1)",,,,,-56.0,-61.0,,,,1191,"(6, 11)",-26.112331553994874
"(7, 1)",-45.0,-64.0,,,-35.0,,,,,1191,"(12, 9)",-27.691787360034077
"(7, 1)",,,-68.0,,-41.0,,-76.0,-68.0,-68.0,1191,"(5, 83)",-18.07660657978646
"(7, 1)",,,-69.0,,-55.0,,,,,1191,"(9, 11)",-17.788844827662526
"(7, 1)",,,-70.0,-77.0,-42.0,-60.0,-75.0,,-78.0,1191,"(8, 11)",-24.13617804073332
"(7, 1)",,-58.0,-68.0,,-46.0,-53.0,-68.0,-66.0,-66.0,1191,"(11, 30)",-14.205023713525083
"(7, 1)",-53.0,,-66.0,,,-59.0,,,,1191,"(14, 13)",-17.20105401076967
"(7, 1)",-44.0,-50.0,-75.0,,-41.0,-56.0,-75.0,-71.0,-68.0,1191,"(12, 9)",-17.725722651796058
"(7, 1)",,,,,-58.0,,,,-73.0,1191,"(4, 11)",-18.466099823016325
"(7, 1)",-39.0,-61.0,,,-39.0,-67.0,-79.0,-77.0,-71.0,1191,"(12, 9)",-26.125663495538976
"(7, 1)",-61.0,-69.0,,,-46.0,-65.0,,,-83.0,1191,"(12, 9)",-32.41560756478696
"(7, 1)",-58.0,-66.0,-72.0,,-36.0,,,,-84.0,1191,"(12, 9)",-28.87805222744171
"(7, 1)",-36.0,,-68.0,,-42.0,-54.0,-76.0,,-87.0,1191,"(12, 9)",-26.634514735573433
"(7, 1)",,-58.0,-70.0,-78.0,-43.0,-63.0,-65.0,-68.0,-70.0,1191,"(11, 38)",-18.003331496523046
"(7, 1)",-44.0,,,,-42.0,-61.0,,,,1191,"(12, 9)",-25.102443177133818
"(7, 1)",-45.0,-60.0,-64.0,,-47.0,-58.0,-66.0,-65.0,-68.0,1191,"(14, 11)",-12.430653888754524
"(7, 1)",-45.0,,-64.0,,-49.0,-57.0,-68.0,-65.0,-65.0,1191,"(12, 13)",-10.344642651308176
"(7, 1)",-56.0,-66.0,,,-56.0,,,-73.0,-84.0,1191,"(12, 9)",-28.123700229919034
"(7, 1)",-47.0,-65.0,-73.0,,-56.0,-57.0,-74.0,,-71.0,1191,"(14, 11)",-22.429383729150995
"(7, 1)",-58.0,-57.0,-72.0,,-54.0,-59.0,-78.0,-74.0,-72.0,1191,"(14, 15)",-22.461261995254826
"(7, 1)",-43.0,-68.0,,,-49.0,-71.0,,,,1191,"(12, 9)",-34.47645830845429
"(7, 1)",,,-66.0,-84.0,-51.0,,-74.0,-76.0,-72.0,1191,"(7, 82)",-28.31362643852704
"(7, 1)",-44.0,-57.0,-58.0,-74.0,-49.0,-60.0,-66.0,-70.0,-64.0,1191,"(11, 30)",-11.731665628897806
"(7, 1)",-45.0,,,,-50.0,-60.0,,,-81.0,1191,"(12, 9)",-26.8725837533135
"(7, 1)",-40.0,-64.0,,,-31.0,-65.0,-85.0,,-86.0,1191,"(12, 9)",-36.71657332019113
"(7, 1)",,,-72.0,,-42.0,,-67.0,-62.0,-67.0,1191,"(4, 83)",-15.061362064496503
"(7, 1)",-37.0,-66.0,,,-45.0,-70.0,,-78.0,,1191,"(12, 9)",-31.176793906660624
"(7, 1)",-58.0,-60.0,-68.0,,-55.0,-71.0,,-78.0,-79.0,1191,"(12, 9)",-25.23798112960401
"(7, 1)",,,-68.0,,,,-76.0,,,1191,"(14, 74)",-42.12064507600245
"(7, 1)",,-58.0,,,-47.0,,-72.0,,-77.0,1191,"(8, 11)",-23.406801203991318
"(7, 1)",-39.0,-48.0,,,-47.0,-57.0,-72.0,,-84.0,1191,"(12, 9)",-23.06134471903291
"(7, 1)",-53.0,-65.0,-68.0,,-55.0,-59.0,-75.0,-80.0,-81.0,1191,"(12, 9)",-26.51852705357636
"(7, 1)",-62.0,-57.0,-76.0,,-38.0,-64.0,-75.0,-81.0,-84.0,1191,"(12, 9)",-29.70393954528133
"(7, 1)",-39.0,-50.0,,,-52.0,-59.0,-74.0,,-70.0,1191,"(14, 11)",-18.093008553579182
"(7, 1)",-49.0,-61.0,-65.0,,-48.0,-50.0,,-67.0,-65.0,1191,"(12, 13)",-11.134697050400506
"(7, 1)",-48.0,-67.0,,,-46.0,-61.0,-80.0,,-78.0,1191,"(12, 9)",-30.248794784703165
"(7, 1)",-35.0,-55.0,,,-38.0,,-75.0,,-86.0,1191,"(12, 9)",-29.780572799607683
"(7, 1)",-54.0,-64.0,,,-60.0,,,,,1191,"(12, 9)",-27.691787360034077
"(7, 1)",-57.0,-60.0,-69.0,,-53.0,-62.0,-74.0,-81.0,-74.0,1191,"(12, 9)",-24.03647770077031
"(7, 1)",,-52.0,-65.0,,-43.0,-55.0,-73.0,-70.0,-62.0,1191,"(11, 30)",-13.236009518838733
"(7, 1)",-43.0,-56.0,-66.0,,-51.0,-54.0,-70.0,-64.0,,1191,"(14, 11)",-14.57357974627982
"(7, 1)",-48.0,-67.0,,,-47.0,-58.0,-72.0,-83.0,-75.0,1191,"(12, 9)",-27.1458307662298
"(7, 1)",-59.0,-67.0,-77.0,,-41.0,-60.0,,-79.0,,1191,"(12, 9)",-28.82745122237066
"(7, 1)",-39.0,-46.0,-67.0,,-44.0,-53.0,-71.0,,-69.0,1191,"(12, 9)",-12.798928896145457
"(7, 1)",,-66.0,-66.0,,-50.0,-63.0,-72.0,-84.0,-71.0,1191,"(8, 11)",-24.32611582957449
"(7, 1)",,,-66.0,-86.0,-50.0,-53.0,-70.0,-79.0,-70.0,1191,"(7, 31)",-23.225412687202383
"(7, 1)",-36.0,-48.0,,-76.0,-47.0,,-72.0,-71.0,,1191,"(12, 9)",-17.229078727807725
"(7, 1)",-46.0,-59.0,-60.0,-74.0,-49.0,,-66.0,,,1191,"(14, 11)",-13.413864207125703
"(7, 1)",-58.0,-56.0,-80.0,,-40.0,-60.0,-78.0,,-89.0,1191,"(12, 9)",-32.27053169942619
"(7, 1)",,-51.0,,,-48.0,,-70.0,,,1191,"(11, 10)",-18.296986476520434
"(7, 1)",-39.0,-69.0,,,-36.0,-72.0,-83.0,,,1191,"(12, 9)",-39.12435189805679
"(7, 1)",-47.0,-64.0,-79.0,-86.0,-44.0,-66.0,-79.0,-83.0,-83.0,1191,"(12, 9)",-34.67097611124691
"(7, 1)",,,,,,,-79.0,-79.0,-82.0,1191,"(5, 90)",-45.98493821053752
"(7, 1)",-48.0,-56.0,-79.0,,-30.0,-62.0,-80.0,-78.0,-87.0,1191,"(12, 9)",-31.527768086920577
"(7, 1)",-47.0,-65.0,,,,-64.0,,,,1191,"(16, 12)",-29.251349482400112
"(7, 1)",,,,-78.0,,-56.0,-64.0,,,1191,"(7, 31)",-24.97044338866749
"(7, 1)",-50.0,-58.0,-61.0,,-48.0,-58.0,-74.0,-72.0,,1191,"(12, 9)",-17.85435895114719
"(7, 1)",-55.0,-68.0,-81.0,,-61.0,,,,-75.0,1191,"(12, 9)",-29.131169104625087
"(7, 1)",-46.0,-53.0,-63.0,,-44.0,,-66.0,-65.0,-64.0,1191,"(14, 14)",-7.972883554329078
"(7, 1)",-63.0,,-68.0,,-56.0,,-73.0,-82.0,-74.0,1191,"(13, 69)",-24.74224560534247
"(7, 1)",-49.0,-64.0,-70.0,,,-73.0,-74.0,,,1191,"(16, 12)",-29.18942759951824
"(7, 1)",,-56.0,-66.0,-77.0,-45.0,-49.0,-72.0,-66.0,,1191,"(10, 30)",-16.816807781785233
"(7, 1)",,-63.0,,,-32.0,-65.0,-82.0,,,1191,"(8, 11)",-33.76542256459415
"(7, 1)",,-67.0,,,-48.0,,,,-77.0,1191,"(11, 10)",-26.594118970086367
"(7, 1)",,-56.0,,,-31.0,-66.0,,,,1191,"(11, 10)",-24.644920745956906
"(7, 1)",-42.0,,-66.0,,,-70.0,-75.0,,,1191,"(16, 12)",-26.238460425391647
"(7, 1)",-41.0,,,,,,,-68.0,-79.0,1191,"(16, 12)",-17.67119121699029
"(7, 1)",-51.0,,-62.0,,-54.0,,,-65.0,-66.0,1191,"(7, 84)",-7.954556033563608
"(7, 1)",-51.0,-50.0,-68.0,,-48.0,-51.0,-75.0,-71.0,-65.0,1191,"(13, 14)",-14.580430628591635
"(7, 1)",-35.0,-58.0,,,-36.0,-64.0,-76.0,-71.0,-80.0,1191,"(12, 9)",-25.047694466004078
"(7, 1)",,,-65.0,,,-53.0,-69.0,,-64.0,1191,"(10, 72)",-18.067639656016816
"(7, 1)",-41.0,-47.0,,,-49.0,-59.0,-75.0,,-79.0,1191,"(12, 9)",-22.034334100854228
