location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(10, 80)","((26.71342444913584, -80.05614989004255), (26.71342444913584, -80.05613982225975), (26.7134334423519, -80.05614989004255), (26.7134334423519, -80.05613982225975))","(26.71342894574387, -80.05614485615115)","{'57': 78.12098298721322, '20': 57.34043393484581, '05': 7.805691240985724, '34': 46.45821373360453, '22': 78.99170076121842, '06': 59.055882629382275, '31': 21.422421663961853, '36': 20.67406438333353, '35': 42.68163852190784}","{'57': -61.634871760797765, '20': -57.60567003790481, '05': -31.624181835816394, '34': -54.863716010421165, '22': -61.77928472111534, '06': -57.98973572240345, '31': -44.77789768321433, '36': -44.31461671367531, '35': -53.75907328212057}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 81)","((26.71342444913584, -80.05613982225975), (26.71342444913584, -80.05612975447696), (26.7134334423519, -80.05613982225975), (26.7134334423519, -80.05612975447696))","(26.71342894574387, -80.05613478836835)","{'57': 79.11654265037083, '20': 58.33007839672729, '05': 7.464641429801533, '34': 45.465705291783785, '22': 79.99262505326627, '06': 60.05543723329095, '31': 22.406673047243626, '36': 19.72243135890892, '35': 41.69318985264405}","{'57': -61.79985979816397, '20': -57.82861758490002, '05': -31.042109307057792, '34': -54.58235875649096, '22': -61.9433392483793, '06': -58.20841077687783, '31': -45.36316209352413, '36': -43.70065437805112, '35': -53.45379447987584}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 82)","((26.71342444913584, -80.05612975447696), (26.71342444913584, -80.05611968669416), (26.7134334423519, -80.05612975447696), (26.7134334423519, -80.05611968669416))","(26.71342894574387, -80.05612472058556)","{'57': 80.11225781733035, '20': 59.32013082903578, '05': 7.247076780627951, '34': 44.47361337199683, '22': 80.99357093363996, '06': 61.05506535443447, '31': 23.39241415879036, '36': 18.776018099896945, '35': 40.70539386579133}","{'57': -61.962809932105806, '20': -58.0479037864723, '05': -30.656726657902553, '34': -54.294913268302366, '22': -62.105357192215685, '06': -58.42349179463541, '31': -45.924092114703775, '36': -43.05994563837867, '35': -53.14139962109011}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 83)","((26.71342444913584, -80.05611968669416), (26.71342444913584, -80.05610961891136), (26.7134334423519, -80.05611968669416), (26.7134334423519, -80.05610961891136))","(26.71342894574387, -80.05611465280276)","{'57': 81.10812276471567, '20': 60.310571141602765, '05': 7.1642561582019955, '34': 43.48196648678129, '22': 81.99453761146248, '06': 62.05476344035431, '31': 24.37946429549179, '36': 17.835655555716155, '35': 39.71829925762894}","{'57': -62.12377127609386, '20': -58.263644018869996, '05': -30.50697395100801, '34': -54.00111609022742, '22': -62.26538841437123, '06': -58.63509451225559, '31': -46.462565532254835, '36': -42.39051307935699, '35': -52.821560091367736}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 84)","((26.71342444913584, -80.05610961891136), (26.71342444913584, -80.05609955112857), (26.7134334423519, -80.05610961891136), (26.7134334423519, -80.05609955112857))","(26.71342894574387, -80.05610458501997)","{'57': 82.1041320413979, '20': 61.30138053346294, '05': 7.220817474021038, '34': 42.490795792052445, '22': 82.99552433487517, '06': 63.05452816299272, '31': 25.36767065695523, '36': 16.902353647949028, '35': 38.73195965278711}","{'57': -62.28279121111985, '20': -58.47594843480185, '05': -30.6094317954432, '34': -53.70068672746086, '22': -62.42348097067674, '06': -58.84332918736661, '31': -46.980258502084816, '36': -41.69025630722869, '35': -52.49392490425116}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 85)","((26.71342444913584, -80.05609955112857), (26.71342444913584, -80.05608948334577), (26.7134334423519, -80.05609955112857), (26.7134334423519, -80.05608948334577))","(26.71342894574387, -80.05609451723717)","{'57': 83.10028045790213, '20': 62.29254139151183, '05': 7.413571200672043, '34': 41.500135409140185, '22': 83.99653038688919, '06': 64.05435640227373, '31': 26.356903190458357, '36': 15.977349749464762, '35': 37.74643423772411}","{'57': -62.43991546603269, '20': -58.684922264346035, '05': -30.952664668667367, '34': -53.3933261936857, '22': -62.57968119679136, '06': -59.04830093789635, '31': -47.47867222309694, '36': -40.9569830453994, '35': -52.15811873356875}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 86)","((26.71342444913584, -80.05608948334577), (26.71342444913584, -80.05607941556298), (26.7134334423519, -80.05608948334577), (26.7134334423519, -80.05607941556298))","(26.71342894574387, -80.05608444945437)","{'57': 84.09656306892943, '20': 63.28403720293385, '05': 7.732338918395351, '34': 40.51002277613261, '22': 84.99755508459073, '06': 65.05424522924179, '31': 27.347050537252787, '36': 15.06217273742916, '35': 36.76178849307652}","{'57': -62.59518819213141, '20': -58.89066609622748, '05': -31.501167224830652, '34': -53.078715401758146, '22': -62.73403378940206, '06': -59.250110055176805, '31': -47.95915557733898, '36': -40.18846949831211, '35': -51.81373974199092}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 87)","((26.71342444913584, -80.05607941556298), (26.71342444913584, -80.05606934778018), (26.7134334423519, -80.05607941556298), (26.7134334423519, -80.05606934778018))","(26.71342894574387, -80.05607438167158)","{'57': 85.092975161703, '20': 64.27585246798498, '05': 8.162370159704544, '34': 39.52049906136628, '22': 85.99859777693393, '06': 66.0541918930855, '31': 28.338016804082482, '36': 14.158728280214103, '35': 35.77809504818357}","{'57': -62.74865203437078, '20': -59.09327613842193, '05': -32.20632935910899, '34': -52.756513386463716, '22': -62.88658188246796, '06': -59.44885229413054, '31': -48.42292438573338, '36': -39.38256820005765, '35': -51.46035718535229}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 88)","((26.71342444913584, -80.05606934778018), (26.71342444913584, -80.05605927999738), (26.7134334423519, -80.05606934778018), (26.7134334423519, -80.05605927999738))","(26.71342894574387, -80.05606431388878)","{'57': 86.08951224007869, '20': 65.2679726219552, '05': 8.687157322499758, '34': 38.531609638361, '22': 86.99965784271096, '06': 67.05419380595286, '31': 29.329718984776427, '36': 13.269413018193326, '35': 34.79543466908828}","{'57': -62.9003481978764, '20': -59.292844461650354, '05': -33.01817137782768, '34': -52.42635533566818, '22': -63.03736711909333, '06': -59.64461914139323, '31': -48.87107783854765, '36': -38.537392140023215, '35': -51.09750876482767}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 89)","((26.71342444913584, -80.05605927999738), (26.71342444913584, -80.05604921221459), (26.7134334423519, -80.05605927999738), (26.7134334423519, -80.05604921221459))","(26.71342894574387, -80.05605424610599)","{'57': 87.08617001342265, '20': 66.26038396948991, '05': 9.290657259929343, '34': 37.54340462572105, '22': 88.0007346890509, '06': 68.05424853209436, '31': 30.32208487408072, '36': 12.397267988433455, '35': 33.81389742097364}","{'57': -63.05031651144071, '20': -59.48945922782557, '05': -33.89323394761168, '34': -52.087850403696336, '22': -63.1864297193803, '06': -59.8374980645749, '31': -49.30461255210367, '36': -37.65162046099947, '35': -50.72469770597701}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 90)","((26.71342444913584, -80.05604921221459), (26.71342444913584, -80.0560391444318), (26.7134334423519, -80.05604921221459), (26.7134334423519, -80.0560391444318))","(26.71342894574387, -80.05604417832319)","{'57': 88.08294438495733, '20': 67.25307362067862, '05': 9.958570005559256, '34': 36.55593952697321, '22': 89.00182774965417, '06': 69.05435377753363, '31': 31.315051373965176, '36': 11.546184724860392, '35': 32.83358403081254}","{'57': -63.198595487408205, '20': -59.68320490263269, '05': -34.79775020092363, '34': -51.740579287565595, '22': -63.33380854441591, '06': -60.02757274356895, '31': -49.724434636603824, '36': -36.724995822980105, '35': -50.34138953504192}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 91)","((26.71342444913584, -80.0560391444318), (26.71342444913584, -80.056029076649), (26.7134334423519, -80.0560391444318), (26.7134334423519, -80.056029076649))","(26.71342894574387, -80.0560341105404)","{'57': 89.0798314399341, '20': 68.24602943049433, '05': 10.678816182095323, '34': 35.569275971740666, '22': 90.00293648373362, '06': 70.05450737815067, '31': 32.30856310643466, '36': 10.72118026139041, '35': 31.854607488720184}","{'57': -63.3452223782416, '20': -59.87416245387163, '05': -35.70753410873155, '34': -51.384091531603964, '22': -63.47954115679362, '06': -60.21492328505206, '31': -50.131370088998445, '36': -35.75911872450915, '35': -49.94700852370907}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 92)","((26.71342444913584, -80.056029076649), (26.71342444913584, -80.0560190088662), (26.7134334423519, -80.056029076649), (26.7134334423519, -80.0560190088662))","(26.71342894574387, -80.0560240427576)","{'57': 90.07682743803934, '20': 69.2392399482999, '05': 11.441516848707273, '34': 34.583482557911196, '22': 91.00406037380715, '06': 71.05470729226593, '31': 33.302571274749525, '36': 9.928757579811258, '35': 30.8770949522729}","{'57': -63.49023323062347, '20': -60.06240953799393, '05': -36.60634891510302, '34': -51.01790251927767, '22': -63.62366387763164, '06': -60.399626422715336, '31': -50.52617377475839, '36': -34.75868799418705, '35': -49.540933780692306}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 93)","((26.71342444913584, -80.0560190088662), (26.71342444913584, -80.0560089410834), (26.7134334423519, -80.0560190088662), (26.7134334423519, -80.0560089410834))","(26.71342894574387, -80.0560139749748)","{'57': 91.07392880086132, '20': 70.23269436753087, '05': 12.238737467296763, '34': 33.598635879538776, '22': 92.0051989250801, '06': 72.054951591195, '31': 34.29703271515075, '36': 9.177360424077346, '35': 29.901190003232585}","{'57': -63.6336629359327, '20': -60.248020673931734, '05': -37.48393934648324, '34': -50.64149013659841, '22': -63.76621184070714, '06': -60.5817557032227, '31': -50.90953721214212, '36': -33.73337442585547, '35': -49.12249496070755}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 94)","((26.71342444913584, -80.0560089410834), (26.71342444913584, -80.05599887330061), (26.7134334423519, -80.0560089410834), (26.7134334423519, -80.05599887330061))","(26.71342894574387, -80.05600390719201)","{'57': 92.07113210535594, '20': 71.22638248314422, '05': 13.064159983062224, '34': 32.614821701638036, '22': 93.00635166420912, '06': 73.05523845165692, '31': 35.291909110131336, '36': 8.477904105888108, '35': 28.92705534636144}","{'57': -63.77554527888435, '20': -60.431067406634305, '05': -38.334285484290994, '34': -50.254291041043764, '22': -63.907219043581094, '06': -60.761381659767196, '31': -51.282095343549365, '36': -32.700495778813476, '35': -48.69096757689694}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 95)","((26.71342444913584, -80.05599887330061), (26.71342444913584, -80.05598880551781), (26.7134334423519, -80.05599887330061), (26.7134334423519, -80.05598880551781))","(26.71342894574387, -80.05599383940921)","{'57': 93.06843407396022, '20': 72.22029464818685, '05': 13.912765777669243, '34': 31.632136358146774, '22': 94.00751813797811, '06': 74.0555661491526, '31': 36.28716632988658, '36': 7.84429525760421, '35': 27.954876048144403}","{'57': -63.91591298312964, '20': -60.61161845955035, '05': -39.154244995443946, '34': -49.85569650421022, '22': -64.04671839598143, '06': -60.93857197407055, '31': -51.64443244314433, '36': -31.688458742646493, '35': -48.24556790913519}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 96)","((26.71342444913584, -80.05598880551781), (26.71342444913584, -80.05597873773502), (26.7134334423519, -80.05598880551781), (26.7134334423519, -80.05597873773502))","(26.71342894574387, -80.05598377162642)","{'57': 94.06583156982536, '20': 73.21442173848429, '05': 14.780562280535245, '34': 30.65068842495734, '22': 95.00869791197398, '06': 75.05593305090369, '31': 37.28277387616777, '36': 7.293714727372429, '35': 26.984863446417375}","{'57': -64.05479775518559, '20': -60.789739878532416, '05': -39.94256945367696, '34': -49.44504778199072, '22': -64.18474176563004, '06': -61.11339162750366, '31': -51.99708728599905, '36': -30.740303974981817, '35': -47.785447522377574}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 97)","((26.71342444913584, -80.05597873773502), (26.71342444913584, -80.05596866995222), (26.7134334423519, -80.05597873773502), (26.7134334423519, -80.05596866995222))","(26.71342894574387, -80.05597370384362)","{'57': 95.06332158516439, '20': 74.20875511591777, '05': 15.664360356193503, '34': 29.67060069521286, '22': 96.00989057023376, '06': 76.05633761002537, '31': 38.278704413528104, '36': 6.8462235840775145, '35': 26.01725988697854}","{'57': -64.19223032514459, '20': -60.96549516613494, '05': -40.699220744534436, '34': -49.02163094802164, '22': -64.32132002180612, '06': -61.28590304247483, '31': -52.3405576858114, '36': -29.915373127872645, '35': -47.30968743557782}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 98)","((26.71342444913584, -80.05596866995222), (26.71342444913584, -80.05595860216943), (26.7134334423519, -80.05596866995222), (26.7134334423519, -80.05595860216943))","(26.71342894574387, -80.05596363606082)","{'57': 96.06090123824997, '20': 75.2032865992914, '05': 16.56159846351479, '34': 28.692012562089268, '22': 97.01109571400853, '06': 77.05677835943585, '31': 39.27493336977952, '36': 6.523072633576835, '35': 25.052344507523788}","{'57': -64.32824048647956, '20': -61.13894540860963, '05': -41.42490830949373, '34': -48.58467115024486, '22': -64.45648307653596, '06': -61.45616621458828, '31': -52.67530448885137, '36': -29.2854072118705, '35': -46.81729203922353}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 99)","((26.71342444913584, -80.05595860216943), (26.71342444913584, -80.05594853438663), (26.7134334423519, -80.05595860216943), (26.7134334423519, -80.05594853438663))","(26.71342894574387, -80.05595356827803)","{'57': 97.05856776511733, '20': 76.1980084299059, '05': 17.470205958157212, '34': 27.715082869096697, '22': 98.01231296043923, '06': 78.05725390832484, '31': 40.27143860053907, '36': 6.343293481380038, '35': 24.09044032596764}","{'57': -64.46285713311426, '20': -61.31014939392997, '05': -42.120781529727246, '34': -48.13332622558541, '22': -64.59025992366178, '06': -61.624238836754955, '31': -53.00175510138119, '36': -28.9212849341781, '35': -46.30718292463746}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 100)","((26.71342444913584, -80.05594853438663), (26.71342444913584, -80.05593846660383), (26.7134334423519, -80.05594853438663), (26.7134334423519, -80.05593846660383))","(26.71342894574387, -80.05594350049523)","{'57': 98.05631851426632, '20': 77.19291324931103, '05': 18.388497573198283, '34': 26.7399933882083, '22': 99.01354194220373, '06': 79.0577629347385, '31': 41.26820009085093, '36': 6.319134766405041, '35': 23.13192299296913}","{'57': -64.59610829503379, '20': -61.47916372448326, '05': -42.78822818451757, '34': -47.666679647228214, '22': -64.72267867605825, '06': -61.79017641479992, '31': -53.3203066081603, '36': -28.871569307148853, '35': -45.77819291653319}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 101)","((26.71342444913584, -80.05593846660383), (26.71342444913584, -80.05592839882104), (26.7134334423519, -80.05593846660383), (26.7134334423519, -80.05592839882104))","(26.71342894574387, -80.05593343271244)","{'57': 99.05415094048371, '20': 78.18799407352923, '05': 19.31509213154616, '34': 25.76695303598831, '22': 100.01478230769317, '06': 80.05830418381365, '31': 42.26519971030449, '36': 6.452344735132173, '35': 22.177231659232852}","{'57': -64.7280211720077, '20': -61.64604292217705, '05': -43.42874430212833, '34': -47.183732757895704, '22': -64.85376660104961, '06': -61.95403237676413, '31': -53.63132854395705, '36': -29.143367664160603, '35': -45.2290607727743}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 102)","((26.71342444913584, -80.05592839882104), (26.71342444913584, -80.05591833103824), (26.7134334423519, -80.05592839882104), (26.7134334423519, -80.05591833103824))","(26.71342894574387, -80.05592336492964)","{'57': 100.05206259954502, '20': 79.18324426586662, '05': 20.24884982838336, '34': 24.796203047000024, '22': 101.01603371748095, '06': 81.05887646292285, '31': 43.262420995520074, '36': 6.733590228073098, '35': 21.226882561045336}","{'57': -64.85862216576746, '20': -61.8108395268759, '05': -44.043851566956604, '34': -46.6833963001514, '22': -64.98355015358712, '06': -62.1158581749517, '31': -53.935165357225465, '36': -29.699241298320207, '35': -44.65842729563097}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 103)","((26.71342444913584, -80.05591833103824), (26.71342444913584, -80.05590826325545), (26.7134334423519, -80.05591833103824), (26.7134334423519, -80.05590826325545))","(26.71342894574387, -80.05591329714684)","{'57': 101.05005114468423, '20': 80.17865751978633, '05': 21.18882368001776, '34': 23.828023349199047, '22': 102.01729584679465, '06': 82.05947863611269, '31': 44.2598489637059, '36': 7.145412411582487, '35': 20.281486112896022}","{'57': -64.98793691084208, '20': -61.973604190519815, '05': -44.63504619284851, '34': -46.16448129081855, '22': -65.11205500856444, '06': -62.2757033816386, '31': -54.23213860803327, '36': -30.47265978139961, '35': -44.064834015299915}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 104)","((26.71342444913584, -80.05590826325545), (26.71342444913584, -80.05589819547265), (26.7134334423519, -80.05590826325545), (26.7134334423519, -80.05589819547265))","(26.71342894574387, -80.05590322936405)","{'57': 102.04811432023739, '20': 81.17422783631012, '05': 22.134221757048813, '34': 22.862740480650153, '22': 103.01856838286754, '06': 83.06010962357416, '31': 45.25746995005175, '36': 7.666798294499742, '35': 19.34176856192054}","{'57': -65.11599030354098, '20': -62.1343857647185, '05': -45.20376848248153, '34': -45.62568937941968, '22': -65.23930609090652, '06': -62.433615779802984, '31': -54.52254893275499, '36': -31.39026190808154, '35': -43.446726251215274}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 105)","((26.71342444913584, -80.05589819547265), (26.71342444913584, -80.05588812768985), (26.7134334423519, -80.05589819547265), (26.7134334423519, -80.05588812768985))","(26.71342894574387, -80.05589316158125)","{'57': 103.04624995740558, '20': 82.16994950706906, '05': 23.084377637219113, '34': 21.900737482242853, '22': 104.01985102573306, '06': 84.06076839581638, '31': 46.255271464189846, '36': 8.27706892730163, '35': 18.408599613782087}","{'57': -65.2428065298193, '20': -62.293231384060306, '05': -45.75138589046846, '34': -45.06560296465184, '22': -65.36532760464041, '06': -62.58964144762236, '31': -54.80667780395371, '36': -32.38813793504025, '35': -42.80246333919511}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 106)","((26.71342444913584, -80.05588812768985), (26.71342444913584, -80.05587805990706), (26.7134334423519, -80.05588812768985), (26.7134334423519, -80.05587805990706))","(26.71342894574387, -80.05588309379846)","{'57': 104.0444559705473, '20': 83.16581709541161, '05': 24.038727154913865, '34': 20.942466346219284, '22': 105.02114348557653, '06': 85.0614539730486, '31': 47.25324207084404, '36': 8.95807682336708, '35': 17.483027908881123}","{'57': -65.36840909188763, '20': -62.45018654423531, '05': -46.27918482537841, '34': -44.4826755675756, '22': -65.49014306014747, '06': -62.74382483879726, '31': -55.08478911248889, '36': -33.418284258412115, '35': -42.13034030655045}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 107)","((26.71342444913584, -80.05587805990706), (26.71342444913584, -80.05586799212426), (26.7134334423519, -80.05587805990706), (26.7134334423519, -80.05586799212426))","(26.71342894574387, -80.05587302601566)","{'57': 105.04273035364719, '20': 84.16182542122053, '05': 24.996789991444363, '34': 19.988463808994958, '22': 106.02244548489794, '06': 86.0621654194423, '31': 48.25137127877579, '36': 9.694926873803958, '35': 16.566326884929474}","{'57': -65.49282083359219, '20': -62.60529517621168, '05': -46.78836802693609, '34': -43.87522332652335, '22': -65.61377530071906, '06': -62.896208857419886, '31': -55.35713058931593, '36': -34.4481769108465, '35': -41.428627577731966}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 108)","((26.71342444913584, -80.05586799212426), (26.71342444913584, -80.05585792434147), (26.7134334423519, -80.05586799212426), (26.7134334423519, -80.05585792434147))","(26.71342894574387, -80.05586295823286)","{'57': 106.04107117572568, '20': 85.15796954643561, '05': 25.95815499416163, '34': 19.039371539493658, '22': 107.02375675546652, '06': 87.06290184348406, '31': 49.2496494440337, '36': 10.475842218783527, '35': 15.660054423160128}","{'57': -65.61606396448255, '20': -62.75859971626953, '05': -47.28005541829363, '34': -43.24141904766046, '22': -65.73624652722927, '06': -63.04683492945097, '31': -55.623935087887254, '36': -35.45750924211867, '35': -40.69563879164408}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 109)","((26.71342444913584, -80.05585792434147), (26.71342444913584, -80.05584785655867), (26.7134334423519, -80.05585792434147), (26.7134334423519, -80.05584785655867))","(26.71342894574387, -80.05585289045007)","{'57': 107.03947657801392, '20': 86.15424476110461, '05': 26.922468420381332, '34': 18.095962151318204, '22': 108.02507703968895, '06': 88.06366239347369, '31': 50.24806768909028, '36': 11.29168409410694, '35': 14.766130809267251}","{'57': -65.7381600829842, '20': -62.91014117214528, '05': -47.755287067387684, '34': -42.57929115794739, '22': -65.85757832219639, '06': -63.19574306940661, '31': -55.88542174400218, '36': -36.4346023644235, '35': -39.929842123108784}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
